Lawyer ID,Rating,Specialization,Experience Date,Location,Budget
2335,4.85,Family Law,2019,Kanjirapally Munsiff court,1242.0
2343,3.46,Criminal Law,2019,High Court,1296.0
2347,2.23,Family Law,2019,Kanjirapally Court,1277.0
2353,2.54,Corporate Law,2019,Kanjirapally Munsiff court,1771.0
2366,1.7,Family Law,2019,Chanagancherry Munsiff court,1554.0
2373,4.14,Family Law,2019,Kanjirapally Court,1796.0
2377,1.77,Family Law,2019,Kanjirapally Munsiff court,1230.0
2378,1.57,Corporate Law,2019,Kanjirapally Court,1491.0
2383,4.29,Criminal Law,2019,Chanagancherry Munsiff court,1610.0
2403,3.31,Immigration Law,2019,Chagancherry Court,1395.0
2415,2.93,Personal Injury,2019,Kanjirapally Court,1828.0
2463,3.69,Family Law,2019,Chanagancherry Munsiff court,1698.0
2469,3.79,Family Law,2019,High Court,1606.0
2472,1.81,Corporate Law,2019,Kanjirapally Court,1579.0
2475,4.79,Immigration Law,2019,Kanjirapally Munsiff court,1465.0
2478,4.68,Family Law,2019,Chanagancherry Munsiff court,1632.0
2492,3.35,Family Law,2019,Kanjirapally Munsiff court,1172.0
2496,4.83,Criminal Law,2019,Chanagancherry Munsiff court,1049.0
2522,1.74,Immigration Law,2019,Kanjirapally Court,1287.0
2528,2.02,Family Law,2019,Kanjirapally Munsiff court,1117.0
2531,3.57,Personal Injury,2019,High Court,1150.0
2539,4.91,Personal Injury,2019,Chanagancherry Munsiff court,1656.0
2541,2.42,Criminal Law,2019,Kanjirapally Court,1086.0
2558,3.08,Corporate Law,2019,High Court,1599.0
2561,2.59,Immigration Law,2019,Kanjirapally Court,1810.0
2587,3.9,Family Law,2019,Kanjirapally Court,1520.0
2593,4.9,Immigration Law,2019,Kanjirapally Munsiff court,1251.0
2594,1.8,Corporate Law,2019,High Court,1020.0
2598,4.06,Personal Injury,2019,Kanjirapally Munsiff court,1959.0
2605,4.97,Personal Injury,2019,Kottayam Distict Court,1190.0
2642,2.96,Family Law,2019,Kottayam Distict Court,1601.0
2652,4.87,Family Law,2019,Kanjirapally Munsiff court,1452.0
2663,2.73,Corporate Law,2019,Chanagancherry Munsiff court,1656.0
2677,2.95,Corporate Law,2019,Kanjirapally Court,1072.0
2684,2.46,Criminal Law,2019,Chanagancherry Munsiff court,1128.0
2687,4.94,Personal Injury,2019,Kottayam Distict Court,1567.0
2689,1.83,Criminal Law,2019,Chagancherry Court,1299.0
2695,2.53,Personal Injury,2019,Kanjirapally Munsiff court,1205.0
2701,2.42,Corporate Law,2019,Chanagancherry Munsiff court,1250.0
2703,2.36,Family Law,2019,High Court,1176.0
2707,3.85,Personal Injury,2019,Kottayam Distict Court,1862.0
2722,2.25,Personal Injury,2019,Kanjirapally Court,1975.0
2741,4.8,Family Law,2019,Kanjirapally Munsiff court,1794.0
2752,4.03,Personal Injury,2019,High Court,1700.0
2753,2.05,Personal Injury,2019,Chanagancherry Munsiff court,1104.0
2755,2.45,Immigration Law,2019,Chagancherry Court,1350.0
2765,3.66,Corporate Law,2019,Kanjirapally Court,1780.0
2779,1.94,Immigration Law,2019,Kottayam Distict Court,1840.0
2786,2.15,Immigration Law,2019,Kanjirapally Court,1313.0
2794,2.57,Immigration Law,2019,Kanjirapally Munsiff court,1325.0
2795,2.37,Immigration Law,2019,Kanjirapally Court,1459.0
2797,4.69,Personal Injury,2019,Kanjirapally Court,1556.0
2799,2.77,Immigration Law,2019,Kottayam Distict Court,1993.0
2801,3.23,Personal Injury,2019,Chagancherry Court,1024.0
2804,3.05,Personal Injury,2019,Kanjirapally Court,1387.0
2807,4.9,Criminal Law,2019,High Court,1428.0
2813,4.91,Immigration Law,2019,Kanjirapally Munsiff court,1326.0
2832,3.01,Immigration Law,2019,Chanagancherry Munsiff court,1517.0
2833,3.08,Criminal Law,2019,Kanjirapally Court,1216.0
2864,3.07,Family Law,2019,Chagancherry Court,1104.0
2877,3.98,Personal Injury,2019,Chanagancherry Munsiff court,1921.0
2886,2.96,Immigration Law,2019,Kottayam Distict Court,1283.0
2900,3.87,Personal Injury,2019,Kottayam Distict Court,1365.0
2920,2.69,Criminal Law,2019,Kanjirapally Court,1982.0
2924,3.76,Family Law,2019,Kottayam Distict Court,1754.0
2925,4.76,Family Law,2019,High Court,1087.0
2950,3.61,Family Law,2019,Kottayam Distict Court,1235.0
2951,3.89,Criminal Law,2019,Kanjirapally Munsiff court,1555.0
2971,3.95,Immigration Law,2019,Chanagancherry Munsiff court,1245.0
2990,3.24,Family Law,2019,Kanjirapally Munsiff court,1802.0
3019,2.86,Corporate Law,2019,High Court,1337.0
3026,4.47,Immigration Law,2019,Chagancherry Court,1573.0
3030,2.11,Family Law,2019,Kottayam Distict Court,1957.0
3032,1.28,Criminal Law,2019,High Court,1117.0
3047,4.2,Immigration Law,2019,High Court,1238.0
3059,3.3,Immigration Law,2019,High Court,1812.0
3062,3.03,Criminal Law,2019,Chanagancherry Munsiff court,1131.0
3071,3.75,Personal Injury,2019,Kottayam Distict Court,1288.0
3079,1.36,Personal Injury,2019,Kanjirapally Court,1914.0
3100,3.85,Criminal Law,2019,Chagancherry Court,1794.0
3103,2.81,Immigration Law,2019,High Court,1205.0
3118,2.3,Personal Injury,2019,High Court,1954.0
3119,2.56,Corporate Law,2019,High Court,1541.0
3131,2.24,Personal Injury,2019,Kanjirapally Munsiff court,1486.0
3134,3.5,Family Law,2019,Kottayam Distict Court,1571.0
3141,3.14,Criminal Law,2019,Kottayam Distict Court,1859.0
3157,4.9,Criminal Law,2019,High Court,1122.0
3168,4.72,Immigration Law,2019,Chanagancherry Munsiff court,1285.0
3177,1.51,Family Law,2019,Kanjirapally Munsiff court,1275.0
3178,1.61,Criminal Law,2019,Chanagancherry Munsiff court,1805.0
3187,3.81,Criminal Law,2019,High Court,1137.0
3205,2.01,Corporate Law,2019,High Court,1900.0
3206,2.4,Criminal Law,2019,Chagancherry Court,1955.0
3209,2.13,Corporate Law,2019,High Court,1462.0
3215,2.61,Personal Injury,2019,Chanagancherry Munsiff court,1131.0
3223,2.97,Immigration Law,2019,High Court,1892.0
3232,4.81,Corporate Law,2019,Kottayam Distict Court,1471.0
3233,3.29,Personal Injury,2019,Kottayam Distict Court,1170.0
3243,2.23,Family Law,2019,Chanagancherry Munsiff court,1560.0
3259,1.46,Immigration Law,2019,Chagancherry Court,1552.0
3279,4.59,Corporate Law,2019,Kanjirapally Munsiff court,1471.0
3290,4.88,Immigration Law,2019,Chagancherry Court,1349.0
3303,3.04,Personal Injury,2019,High Court,1654.0
3309,4.15,Personal Injury,2019,Kanjirapally Munsiff court,1940.0
3317,1.33,Criminal Law,2019,Kottayam Distict Court,1671.0
3321,1.75,Family Law,2019,Kanjirapally Court,1960.0
3322,3.57,Immigration Law,2019,Kanjirapally Munsiff court,1325.0
3328,3.87,Criminal Law,2019,Kottayam Distict Court,1182.0
3342,4.26,Immigration Law,2019,High Court,1581.0
3344,3.89,Family Law,2019,Chanagancherry Munsiff court,1891.0
3353,4.96,Personal Injury,2019,Kottayam Distict Court,1273.0
3359,2.87,Immigration Law,2019,Chagancherry Court,1017.0
3381,3.1,Corporate Law,2019,Kottayam Distict Court,1160.0
3382,4.64,Personal Injury,2019,Chanagancherry Munsiff court,1016.0
3386,2.11,Criminal Law,2019,Chanagancherry Munsiff court,1409.0
3390,1.7,Immigration Law,2019,Chanagancherry Munsiff court,1479.0
3397,3.94,Personal Injury,2019,Kottayam Distict Court,1638.0
3400,3.49,Corporate Law,2019,Kottayam Distict Court,1746.0
3404,1.53,Corporate Law,2019,Kottayam Distict Court,1227.0
3406,2.45,Family Law,2019,Kottayam Distict Court,1164.0
3408,3.28,Criminal Law,2019,High Court,1546.0
3422,4.92,Personal Injury,2019,Chagancherry Court,1380.0
3429,2.82,Personal Injury,2019,Kanjirapally Munsiff court,1012.0
3432,4.34,Criminal Law,2019,Chagancherry Court,1819.0
3451,2.22,Criminal Law,2019,Chanagancherry Munsiff court,1920.0
3454,1.95,Criminal Law,2019,Chagancherry Court,1140.0
3468,3.14,Family Law,2019,Kanjirapally Court,1411.0
3471,1.34,Corporate Law,2019,Chagancherry Court,1759.0
3484,4.33,Corporate Law,2019,Kottayam Distict Court,1965.0
3500,3.56,Corporate Law,2019,Kottayam Distict Court,1964.0
3516,1.81,Corporate Law,2019,Kanjirapally Munsiff court,1354.0
3524,1.71,Personal Injury,2019,Kanjirapally Munsiff court,1663.0
3541,3.84,Immigration Law,2019,High Court,1036.0
3555,1.44,Criminal Law,2019,High Court,1522.0
3566,4.87,Corporate Law,2019,Chanagancherry Munsiff court,1892.0
3573,2.69,Corporate Law,2019,Kanjirapally Munsiff court,1606.0
3574,4.86,Personal Injury,2019,Kanjirapally Munsiff court,1186.0
3582,4.22,Immigration Law,2019,Chanagancherry Munsiff court,1703.0
3588,3.27,Immigration Law,2019,Kanjirapally Court,1712.0
3593,4.66,Corporate Law,2019,Kanjirapally Munsiff court,1927.0
3601,3.08,Corporate Law,2019,Kottayam Distict Court,1942.0
3602,4.15,Criminal Law,2019,Chagancherry Court,1534.0
3607,3.13,Immigration Law,2019,Chagancherry Court,1885.0
3609,2.41,Family Law,2019,Kanjirapally Munsiff court,1525.0
3611,4.79,Corporate Law,2019,Kottayam Distict Court,1399.0
3618,4.65,Family Law,2019,High Court,1211.0
3623,1.52,Personal Injury,2019,Kanjirapally Court,1417.0
3629,2.45,Corporate Law,2019,Kanjirapally Munsiff court,1857.0
3657,1.4,Corporate Law,2019,Kottayam Distict Court,1229.0
3658,3.78,Personal Injury,2019,High Court,1538.0
3661,1.33,Family Law,2019,High Court,1707.0
3662,4.73,Corporate Law,2019,Chanagancherry Munsiff court,1023.0
3663,2.79,Criminal Law,2019,Kanjirapally Munsiff court,1336.0
3667,2.66,Criminal Law,2019,Kanjirapally Munsiff court,1987.0
3670,3.19,Corporate Law,2019,High Court,1084.0
3671,1.09,Family Law,2019,High Court,1391.0
3677,1.05,Immigration Law,2019,High Court,1905.0
3687,2.06,Personal Injury,2019,Chagancherry Court,1491.0
3688,1.12,Personal Injury,2019,Chagancherry Court,1701.0
3690,3.26,Criminal Law,2019,Chanagancherry Munsiff court,1301.0
3712,3.79,Family Law,2019,Kottayam Distict Court,1220.0
3714,4.23,Personal Injury,2019,Chanagancherry Munsiff court,1241.0
3715,2.9,Family Law,2019,Kottayam Distict Court,1312.0
3746,2.25,Corporate Law,2019,Kottayam Distict Court,1141.0
3759,3.1,Family Law,2019,High Court,1409.0
3776,3.63,Immigration Law,2019,Kanjirapally Court,1482.0
3778,4.94,Family Law,2019,Kottayam Distict Court,1834.0
3779,3.23,Immigration Law,2019,Chanagancherry Munsiff court,1650.0
3782,4.17,Family Law,2019,Chanagancherry Munsiff court,1945.0
3796,4.64,Corporate Law,2019,High Court,1893.0
3809,1.36,Family Law,2019,Kottayam Distict Court,1752.0
3822,4.37,Immigration Law,2019,Kottayam Distict Court,1808.0
3826,2.92,Family Law,2019,Chagancherry Court,1942.0
3830,4.42,Criminal Law,2019,Kanjirapally Court,1496.0
3831,3.37,Criminal Law,2019,Kottayam Distict Court,1191.0
3846,1.17,Personal Injury,2019,Kottayam Distict Court,1307.0
3854,3.02,Immigration Law,2019,Kanjirapally Court,1127.0
3860,4.23,Criminal Law,2019,Chagancherry Court,1608.0
3862,1.46,Immigration Law,2019,Chagancherry Court,1650.0
3880,3.57,Corporate Law,2019,Kanjirapally Munsiff court,1720.0
3888,1.43,Corporate Law,2019,Kanjirapally Munsiff court,1303.0
3892,1.31,Corporate Law,2019,High Court,1925.0
3902,4.03,Personal Injury,2019,Chagancherry Court,1296.0
3908,1.35,Criminal Law,2019,Chagancherry Court,1482.0
3932,3.96,Criminal Law,2019,High Court,1754.0
3936,3.96,Criminal Law,2019,High Court,1012.0
3938,3.08,Immigration Law,2019,Chagancherry Court,1896.0
3950,1.74,Personal Injury,2019,Kottayam Distict Court,1315.0
3953,3.47,Corporate Law,2019,Kottayam Distict Court,1146.0
3954,2.97,Personal Injury,2019,Chanagancherry Munsiff court,1938.0
3969,3.65,Immigration Law,2019,Chanagancherry Munsiff court,1278.0
3991,2.17,Criminal Law,2019,Chagancherry Court,1953.0
3995,3.64,Immigration Law,2019,Kottayam Distict Court,1494.0
3999,4.85,Corporate Law,2019,Kottayam Distict Court,1540.0
4004,3.11,Personal Injury,2019,Kanjirapally Court,1853.0
4016,2.42,Immigration Law,2019,Chagancherry Court,1781.0
4018,4.87,Immigration Law,2019,Kanjirapally Court,1770.0
4029,1.17,Corporate Law,2019,Kottayam Distict Court,1659.0
4033,3.29,Immigration Law,2019,Kanjirapally Court,1991.0
4042,2.67,Personal Injury,2019,Kottayam Distict Court,1592.0
4053,4.68,Family Law,2019,Chagancherry Court,1818.0
4064,1.91,Criminal Law,2019,Chanagancherry Munsiff court,1762.0
4065,1.32,Criminal Law,2019,Chanagancherry Munsiff court,1364.0
4068,4.54,Criminal Law,2019,Kanjirapally Court,1996.0
4080,2.54,Immigration Law,2019,Kottayam Distict Court,1126.0
4082,2.35,Family Law,2019,Kottayam Distict Court,1711.0
4086,4.91,Immigration Law,2019,Chagancherry Court,1620.0
4091,3.05,Personal Injury,2019,Kottayam Distict Court,1655.0
4098,2.43,Criminal Law,2019,Kanjirapally Munsiff court,1639.0
4102,4.39,Personal Injury,2019,Kanjirapally Munsiff court,1034.0
4105,2.16,Family Law,2019,High Court,1904.0
4106,2.96,Immigration Law,2019,Chagancherry Court,1017.0
4108,3.59,Immigration Law,2019,Kanjirapally Munsiff court,1003.0
4110,1.82,Corporate Law,2019,Kanjirapally Munsiff court,1781.0
4112,5.0,Family Law,2019,Kottayam Distict Court,1866.0
4120,1.98,Corporate Law,2019,Kanjirapally Munsiff court,1643.0
4130,4.9,Immigration Law,2019,Kanjirapally Munsiff court,1760.0
4151,3.46,Corporate Law,2019,High Court,1753.0
4167,2.66,Criminal Law,2019,Chagancherry Court,1580.0
4173,2.39,Corporate Law,2019,Chagancherry Court,1596.0
4181,1.74,Criminal Law,2019,Kanjirapally Court,1861.0
4186,3.79,Corporate Law,2019,Chagancherry Court,1685.0
4191,2.78,Family Law,2019,Kanjirapally Munsiff court,1096.0
4194,3.43,Personal Injury,2019,Chanagancherry Munsiff court,1315.0
4196,3.18,Immigration Law,2019,Chagancherry Court,1686.0
4214,4.67,Corporate Law,2019,Kanjirapally Court,1907.0
4222,4.39,Immigration Law,2019,Kottayam Distict Court,1659.0
4226,4.11,Family Law,2019,Kanjirapally Munsiff court,1228.0
4251,2.85,Family Law,2019,Chagancherry Court,1474.0
4265,2.03,Personal Injury,2019,Kanjirapally Court,1503.0
4272,4.34,Personal Injury,2019,Chanagancherry Munsiff court,1482.0
4284,3.19,Immigration Law,2019,Chanagancherry Munsiff court,1177.0
4285,2.28,Immigration Law,2019,Chanagancherry Munsiff court,1995.0
4299,3.87,Immigration Law,2019,Chanagancherry Munsiff court,1197.0
4308,2.08,Personal Injury,2019,Kottayam Distict Court,1046.0
4311,4.77,Immigration Law,2019,Chanagancherry Munsiff court,1868.0
4313,4.14,Family Law,2019,Chanagancherry Munsiff court,1057.0
4321,4.9,Personal Injury,2019,Kanjirapally Munsiff court,1817.0
4326,1.3,Immigration Law,2019,Chagancherry Court,1812.0
4327,2.64,Criminal Law,2019,Kanjirapally Court,1109.0
4328,1.14,Corporate Law,2019,Kanjirapally Munsiff court,1358.0
4334,1.68,Criminal Law,2019,Chagancherry Court,1010.0
4336,4.81,Immigration Law,2019,Kottayam Distict Court,1540.0
4342,1.23,Criminal Law,2019,High Court,1635.0
4353,1.87,Family Law,2019,Chanagancherry Munsiff court,1128.0
4362,3.15,Personal Injury,2019,Chanagancherry Munsiff court,1759.0
4389,2.19,Personal Injury,2019,Chanagancherry Munsiff court,1510.0
4396,4.35,Personal Injury,2019,Chanagancherry Munsiff court,1461.0
4405,2.38,Personal Injury,2019,Kanjirapally Munsiff court,1726.0
4413,1.59,Corporate Law,2019,Kanjirapally Munsiff court,1040.0
4450,3.12,Immigration Law,2019,Kanjirapally Court,1265.0
4454,4.54,Family Law,2019,High Court,1379.0
4463,3.85,Criminal Law,2019,High Court,1076.0
4468,1.54,Criminal Law,2019,Kanjirapally Court,1386.0
4470,1.12,Family Law,2019,Chagancherry Court,1325.0
4473,4.05,Immigration Law,2019,Chanagancherry Munsiff court,1761.0
4480,4.21,Corporate Law,2019,Kanjirapally Munsiff court,1274.0
4483,4.52,Criminal Law,2019,Chanagancherry Munsiff court,1744.0
4502,1.6,Corporate Law,2019,Chanagancherry Munsiff court,1789.0
4522,4.64,Criminal Law,2019,Kanjirapally Munsiff court,1639.0
4531,3.84,Personal Injury,2019,Chanagancherry Munsiff court,1054.0
4534,4.35,Personal Injury,2019,Kottayam Distict Court,1759.0
4546,1.49,Criminal Law,2019,High Court,1008.0
4577,3.77,Personal Injury,2019,Chanagancherry Munsiff court,1720.0
4581,4.97,Family Law,2019,Kanjirapally Munsiff court,1593.0
4596,3.82,Corporate Law,2019,Chagancherry Court,1669.0
4601,2.47,Immigration Law,2019,Chanagancherry Munsiff court,1415.0
4624,3.11,Immigration Law,2019,Chanagancherry Munsiff court,1186.0
4636,2.16,Corporate Law,2019,Kanjirapally Munsiff court,1922.0
4641,2.28,Family Law,2019,Chanagancherry Munsiff court,1901.0
4646,1.26,Personal Injury,2019,Chagancherry Court,1373.0
4683,2.85,Personal Injury,2019,High Court,1330.0
4710,4.64,Corporate Law,2019,Chagancherry Court,1135.0
4762,1.76,Personal Injury,2019,Chanagancherry Munsiff court,1741.0
4806,1.09,Personal Injury,2019,High Court,1896.0
4817,1.25,Personal Injury,2019,Kanjirapally Court,1316.0
4821,2.41,Immigration Law,2019,Chagancherry Court,1312.0
4832,2.82,Family Law,2019,Kottayam Distict Court,1266.0
4834,1.5,Immigration Law,2019,Kottayam Distict Court,1322.0
4837,3.69,Criminal Law,2019,Chagancherry Court,1509.0
4838,1.6,Personal Injury,2019,Kottayam Distict Court,1531.0
4850,1.36,Family Law,2019,Kanjirapally Munsiff court,1465.0
4861,3.52,Criminal Law,2019,High Court,1991.0
4908,3.64,Family Law,2019,Kanjirapally Court,1874.0
4920,2.75,Corporate Law,2019,Kanjirapally Munsiff court,1719.0
4927,4.74,Personal Injury,2019,Chagancherry Court,1090.0
4937,1.22,Personal Injury,2019,Chanagancherry Munsiff court,1634.0
4955,2.01,Personal Injury,2019,Kanjirapally Court,1901.0
4959,4.9,Corporate Law,2019,High Court,1728.0
4975,3.9,Criminal Law,2019,Kanjirapally Court,1902.0
4986,2.6,Corporate Law,2019,Kanjirapally Court,1231.0
4990,2.91,Immigration Law,2019,Chagancherry Court,1942.0
5000,1.36,Criminal Law,2019,Chagancherry Court,1169.0
5014,2.48,Criminal Law,2019,High Court,1991.0
5022,4.55,Personal Injury,2019,Kottayam Distict Court,1188.0
5028,2.5,Family Law,2019,Kanjirapally Munsiff court,1207.0
5031,4.17,Corporate Law,2019,Chanagancherry Munsiff court,1588.0
5033,4.44,Corporate Law,2019,Kanjirapally Munsiff court,1695.0
5035,1.23,Criminal Law,2019,Kanjirapally Munsiff court,1667.0
5036,4.5,Criminal Law,2019,Chagancherry Court,1901.0
5039,3.49,Corporate Law,2019,Kottayam Distict Court,1509.0
5050,3.1,Criminal Law,2019,Chanagancherry Munsiff court,1832.0
5059,3.87,Family Law,2019,Kottayam Distict Court,1696.0
5068,2.86,Corporate Law,2019,Kottayam Distict Court,1660.0
5069,1.39,Personal Injury,2019,Kanjirapally Munsiff court,1963.0
5072,2.52,Immigration Law,2019,Kottayam Distict Court,1781.0
5104,4.92,Family Law,2019,Chagancherry Court,1013.0
5110,1.33,Immigration Law,2019,High Court,1928.0
5118,1.96,Criminal Law,2019,Kanjirapally Munsiff court,1898.0
5137,4.75,Corporate Law,2019,Chanagancherry Munsiff court,1642.0
5139,3.73,Personal Injury,2019,Kanjirapally Court,1466.0
5142,4.57,Immigration Law,2019,Kottayam Distict Court,1282.0
5155,3.87,Corporate Law,2019,Chanagancherry Munsiff court,1893.0
5158,4.29,Immigration Law,2019,Kanjirapally Munsiff court,1764.0
5160,4.78,Family Law,2019,Kanjirapally Munsiff court,1613.0
5164,4.44,Criminal Law,2019,Kottayam Distict Court,1485.0
5171,2.75,Immigration Law,2019,Kottayam Distict Court,1453.0
5196,3.96,Family Law,2019,High Court,1724.0
5197,1.94,Corporate Law,2019,Kanjirapally Court,1532.0
5209,2.76,Criminal Law,2019,Kottayam Distict Court,1657.0
5214,3.12,Corporate Law,2019,Chanagancherry Munsiff court,1673.0
5230,1.07,Criminal Law,2019,Kanjirapally Court,1839.0
5238,4.47,Corporate Law,2019,Chanagancherry Munsiff court,1588.0
5269,1.73,Immigration Law,2019,High Court,1955.0
5274,4.82,Family Law,2019,Chagancherry Court,1762.0
5281,2.6,Corporate Law,2019,Kottayam Distict Court,1036.0
5301,4.08,Criminal Law,2019,Chagancherry Court,1335.0
5311,3.36,Immigration Law,2019,High Court,1268.0
5314,3.07,Personal Injury,2019,Kanjirapally Court,1208.0
5325,3.73,Family Law,2019,Kanjirapally Munsiff court,1443.0
5328,1.18,Family Law,2019,Kottayam Distict Court,1227.0
5344,1.94,Personal Injury,2019,Kanjirapally Munsiff court,1593.0
5363,2.02,Corporate Law,2019,High Court,1293.0
5365,1.54,Corporate Law,2019,High Court,1493.0
5366,1.17,Immigration Law,2019,Kanjirapally Court,1806.0
5373,1.49,Criminal Law,2019,High Court,1166.0
5383,4.28,Corporate Law,2019,Kanjirapally Munsiff court,1168.0
5389,2.28,Family Law,2019,High Court,1069.0
5393,4.75,Family Law,2019,High Court,1666.0
5431,3.71,Family Law,2019,Kanjirapally Court,1066.0
5434,4.37,Criminal Law,2019,Chanagancherry Munsiff court,1324.0
5462,4.85,Family Law,2019,Kanjirapally Court,1781.0
5471,4.78,Immigration Law,2019,Chanagancherry Munsiff court,1475.0
5480,2.18,Criminal Law,2019,Chanagancherry Munsiff court,1874.0
5491,3.5,Family Law,2019,High Court,1844.0
5504,1.08,Family Law,2019,High Court,1851.0
5524,2.85,Corporate Law,2019,Chanagancherry Munsiff court,1698.0
5527,4.0,Immigration Law,2019,Kanjirapally Munsiff court,1196.0
5535,2.68,Corporate Law,2019,Kottayam Distict Court,1015.0
5544,3.05,Family Law,2019,Kanjirapally Court,1459.0
5548,1.12,Criminal Law,2019,Kanjirapally Court,1927.0
5564,2.78,Immigration Law,2019,Chanagancherry Munsiff court,1710.0
5569,2.76,Family Law,2019,Chagancherry Court,1418.0
5575,2.0,Corporate Law,2019,Kanjirapally Court,1451.0
5593,2.72,Corporate Law,2019,Kottayam Distict Court,1844.0
5595,2.39,Family Law,2019,Chagancherry Court,1590.0
5618,1.48,Personal Injury,2019,Kanjirapally Munsiff court,1027.0
5619,1.2,Criminal Law,2019,High Court,1688.0
5621,4.64,Criminal Law,2019,Kottayam Distict Court,1361.0
5629,3.58,Criminal Law,2019,Chanagancherry Munsiff court,1731.0
5635,2.42,Personal Injury,2019,Kanjirapally Munsiff court,1325.0
5639,4.4,Corporate Law,2019,Chagancherry Court,1141.0
5650,1.75,Corporate Law,2019,Kottayam Distict Court,1384.0
5651,4.12,Immigration Law,2019,Kanjirapally Court,1279.0
5660,4.6,Immigration Law,2019,Chanagancherry Munsiff court,1199.0
5663,2.6,Family Law,2019,Kanjirapally Court,1096.0
5664,1.9,Personal Injury,2019,Chanagancherry Munsiff court,1908.0
5701,4.47,Personal Injury,2019,Kottayam Distict Court,1012.0
5718,3.67,Corporate Law,2019,Kanjirapally Munsiff court,1995.0
5721,4.38,Criminal Law,2019,Chagancherry Court,1224.0
5744,3.84,Criminal Law,2019,Chagancherry Court,1799.0
5798,4.29,Corporate Law,2019,Kanjirapally Court,1198.0
5811,4.02,Family Law,2019,Chagancherry Court,1758.0
5813,4.23,Corporate Law,2019,Kanjirapally Munsiff court,1255.0
5827,4.4,Family Law,2019,Kanjirapally Court,1547.0
5839,2.72,Corporate Law,2019,Chagancherry Court,1570.0
5849,3.87,Corporate Law,2019,Kanjirapally Munsiff court,1855.0
5856,2.13,Criminal Law,2019,Kanjirapally Court,1427.0
5868,2.25,Personal Injury,2019,High Court,1527.0
5884,2.93,Corporate Law,2019,Kanjirapally Munsiff court,1471.0
5897,1.61,Immigration Law,2019,Chagancherry Court,1993.0
5907,1.38,Corporate Law,2019,High Court,1131.0
5938,3.07,Immigration Law,2019,Kanjirapally Court,1401.0
5951,3.64,Family Law,2019,Chanagancherry Munsiff court,1940.0
5956,4.71,Immigration Law,2019,High Court,1962.0
5976,3.85,Immigration Law,2019,Kottayam Distict Court,1281.0
5981,2.18,Criminal Law,2019,Kottayam Distict Court,1691.0
5983,2.93,Corporate Law,2019,Kottayam Distict Court,1217.0
5984,4.42,Personal Injury,2019,Kottayam Distict Court,1951.0
6003,2.63,Personal Injury,2019,High Court,1858.0
6009,4.52,Corporate Law,2019,High Court,1526.0
6010,3.0,Personal Injury,2019,Kanjirapally Munsiff court,1748.0
6011,1.4,Immigration Law,2019,Chanagancherry Munsiff court,1374.0
6019,2.54,Personal Injury,2019,Chagancherry Court,1589.0
6027,2.71,Immigration Law,2019,Kottayam Distict Court,1890.0
6033,2.63,Family Law,2019,Kottayam Distict Court,1267.0
6035,1.35,Immigration Law,2019,Chanagancherry Munsiff court,1372.0
6042,2.2,Personal Injury,2019,Chanagancherry Munsiff court,1008.0
6045,3.12,Family Law,2019,Chanagancherry Munsiff court,1116.0
6047,2.69,Corporate Law,2019,High Court,1981.0
6078,3.06,Criminal Law,2019,Chanagancherry Munsiff court,1000.0
6084,2.2,Corporate Law,2019,Kottayam Distict Court,1834.0
6087,4.11,Corporate Law,2019,Kanjirapally Munsiff court,1745.0
6088,4.68,Immigration Law,2019,Kanjirapally Court,1621.0
6099,3.16,Corporate Law,2019,Kanjirapally Court,1795.0
6117,4.49,Family Law,2019,Kanjirapally Munsiff court,1675.0
6124,2.59,Personal Injury,2019,Chagancherry Court,1994.0
6156,4.51,Immigration Law,2019,Kottayam Distict Court,1555.0
6169,2.76,Criminal Law,2019,Kanjirapally Munsiff court,1618.0
6173,3.95,Criminal Law,2019,Chagancherry Court,1664.0
6175,3.15,Immigration Law,2019,Kottayam Distict Court,1725.0
6177,2.02,Criminal Law,2019,Chagancherry Court,1992.0
6183,1.31,Corporate Law,2019,Kottayam Distict Court,1039.0
6184,1.22,Family Law,2019,High Court,1819.0
6188,2.48,Immigration Law,2019,Chanagancherry Munsiff court,1984.0
6194,4.1,Corporate Law,2019,Kanjirapally Court,1239.0
6209,1.98,Immigration Law,2019,Kanjirapally Munsiff court,1992.0
6216,1.35,Criminal Law,2019,Kanjirapally Munsiff court,1603.0
6217,4.49,Corporate Law,2019,High Court,1137.0
6220,2.92,Family Law,2019,Chanagancherry Munsiff court,1549.0
6234,1.89,Family Law,2019,Chagancherry Court,1223.0
6241,4.26,Personal Injury,2019,Kanjirapally Court,1693.0
6249,3.52,Personal Injury,2019,Kottayam Distict Court,1496.0
6255,3.55,Family Law,2019,High Court,1475.0
6259,2.67,Criminal Law,2019,High Court,1395.0
6269,4.91,Criminal Law,2019,High Court,1594.0
6275,3.04,Criminal Law,2019,Kanjirapally Munsiff court,1978.0
6276,2.95,Corporate Law,2019,Chagancherry Court,1508.0
6295,4.25,Immigration Law,2019,Kanjirapally Munsiff court,1350.0
6317,3.37,Criminal Law,2019,Chagancherry Court,1855.0
6318,4.61,Family Law,2019,High Court,1297.0
6344,1.33,Immigration Law,2019,Chanagancherry Munsiff court,1788.0
6369,2.05,Corporate Law,2019,Chagancherry Court,1217.0
6374,1.96,Corporate Law,2019,Kanjirapally Court,1580.0
6394,3.74,Family Law,2019,High Court,1262.0
6400,1.64,Family Law,2019,Kottayam Distict Court,1333.0
